ID_NUMBER,FACILITY_NAME,ACTIVITY_LOCATION,FULL_ENFORCEMENT,HREPORT_UNIVERSE_RECORD,STREET_ADDRESS,CITY_NAME,STATE_CODE,ZIP_CODE,LATITUDE83,LONGITUDE83,FED_WASTE_GENERATOR,TRANSPORTER,ACTIVE_SITE,OPERATING_TSDF
ALR000013540,WILLIAMS BOAT COUNTRY SUITE 1,AL,------,VSQG,7702 COUNTY ROAD 203,DOTHAN,AL,36301,,,3,N  ,H----,------         
ALR000013607,ECONOLINE TRAILERS INC,AL,------,VSQG,AIRPORT ROAD,DOUBLE SPRINGS,AL,36666,,,3,N  ,H----,------         
ALR000012898,PHILLIPS AUTO RECYCLING & SALVAGE,AL,------,VSQG,COUNTY ROAD 18,NEWTON,AL,36360,,,3,N  ,H----,------         
ALD982140477,MANN'S BAIT COMPANY,AL,------,Other,1111 STATE DOCKS ROAD,EUFAULA,AL,36027,31.861832,-85.149528,N  ,N  ,-----,------         
ALN990907000,"OCAL, INC",AL,------,Other,PINTO ISLAND,MOBILE,AL,36663,,,N  ,N  ,-----,------         
ALN991118000,JERRY HARPER,AL,------,Other,6258 US HIGHWAY 78 WEST,EASTABOGA,AL,36260,,,N  ,N  ,-----,------         
ALN991227000,AMERICAN MARBLE,AL,------,Other,579G OLIVER ROAD,MONTGOMERY,AL,36117,,,N  ,N  ,-----,------         
ALD982098444,COPY PRODUCTS COMPANY,AL,------,Other,3402 BELTINE PK DR NORTH,MOBILE,AL,36617,30.721712,-88.118284,N  ,N  ,-----,------         
ALD031638794,SERVICE CLEANERS,AL,------,Other,208 ANDREW JACKSON WAY,HUNTSVILLE,AL,35801,34.735796,-86.57591,N  ,N  ,-----,------         
ALD050639111,CHILDRESS COMPANY INC,AL,------,Other,JCT CNTY HWY & CNTY HWY 59 S,FOLEY,AL,36535,,,N  ,N  ,-----,------         
ALD063687016,CLEAN COAL RESEARCH CENTER,AL,------,VSQG,HIGHWAY 25 NORTH,WILSONVILLE,AL,35186,33.244722,-86.466667,3,N  ,H----,------         
ALD066457383,VILLAGE VETERINARY CLINIC,AL,------,Other,403 OPELIKA RD,AUBURN,AL,36830,32.613131,-85.475176,N  ,N  ,-----,------         
ALR000000042,DON AND LINDA THOMAS,AL,------,VSQG,26856 PEPPER ROAD,ATHENS,AL,35611,,,3,N  ,H----,------         
ALR000006114,WARRIOR AUTO REPAIR,AL,------,VSQG,420-B MAIN STREET,WARRIOR,AL,35180,,,3,N  ,H----,------         
ALR000006122,MADISON OSLIN INC,AL,------,VSQG,2461 FIRST AVE SOUTH,IRONDALE,AL,35210,33.541389,-86.701583,3,N  ,H----,------         
ALN980824000,RICKY PUCKETT,AL,------,Other,3329 MOUNTAINBORO ROAD,MOUNTAINBORO,AL,35956,,,N  ,N  ,-----,------         
ALN980827000,AAA MOTORS,AL,------,Other,13795 AL HIGHWAY 168,BOAZ,AL,35957,,,N  ,N  ,-----,------         
ALD983193814,BRYANT'S WRECKER SERVICE INC,AL,------,VSQG,ROUTE 1 BOX 313,ANDALUSIA,AL,36420,,,3,N  ,H----,------         
ALN970820002,DAVE CARTER & ASSOCIATES,AL,------,Other,3150 HWY 13 NORTH,HALEYVILLE,AL,35565,,,N  ,N  ,-----,------         
ALD983187402,WILLIAMS PETROLEUM INC,AL,------,Other,3660 COUNTY HWY 25,GUNTERSVILLE,AL,35776,,,N  ,N  ,-----,------         
ALD983174053,GOFF RADIATOR & ELECTRIC,AL,------,VSQG,1205 B. PINSON STREET,TARRANT CITY,AL,35217,,,3,N  ,H----,------         
ALD983174145,SCL WAREHOUSE,AL,------,Other,9310 HIGHWAY 20 WEST,MADISON,AL,35758,34.672385,-86.761961,N  ,N  ,-----,------         
ALD983173840,POP'S FRAME & ALIGNMENT,AL,------,VSQG,4201 15TH STREET EAST,TUSCALOOSA,AL,35405,,,3,N  ,H----,------         
ALD983171562,SOUTHEASTERN X-RAY CORP.,AL,------,Other,NON-NOTIFIER,ALABASTER,AL,35007,,,N  ,N  ,-----,------         
ALD983171596,GRAYSON & SON EXCAVATING,AL,------,Other,NON-NOTIFIER,DEMOPOLIS,AL,36732,,,N  ,N  ,-----,------         
ALD982133902,DIXIE CULTURED MARBLE,AL,------,Other,219 OXMOOR CIRCLE,BIRMINGHAM,AL,35209,33.453385,-86.839175,N  ,N  ,-----,------         
ALR000012948,JOE'S MECHANIC SHOP,AL,------,VSQG,3955 HENDERSON HIGHWAY,TROY,AL,36079,,,3,N  ,H----,------         
ALD034054015,IMC,AL,------,Other,1695 PARALLEL STREET,MONTGOMERY,AL,36104,32.408749,-86.32407,N  ,N  ,-----,------         
ALD982097313,NORTH ALABAMA WOOD PRESERVERS,AL,------,Other,906 26TH ST,HALEYVILLE,AL,35565,34.23277,-87.622892,N  ,N  ,-----,------         
ALD982097842,MONTGOMERY REGIONAL MEDICAL CTR,AL,------,VSQG,301 S. RIPLEY ST.,MONTGOMERY,AL,36104,,,3,N  ,H----,------         
ALD093182996,BOYD BROTHERSMOBILE,AL,------,Other,3409 10TH AVENUE N,BIRMINGHAM,AL,35234,33.53338,-86.792889,N  ,N  ,-----,------         
ALD094473212,VALLEY 1 HOUR CLEANERS,AL,------,VSQG,1625 OXMOOR RD,HOMEWOOD,AL,35209,33.475202,-86.797901,3,N  ,H----,------         
ALR000005926,PETERSONS FURNITURE SHOP,AL,------,VSQG,1418 RIVER FALLS ROAD,ANDALUSIA,AL,36420,,,3,N  ,H----,------         
ALD983192493,PRESTIGE AUTO SALES & SERVICE,AL,------,SQG,RT 3 BOX 127A,ATHENS,AL,35611,,,2,N  ,H----,------         
ALD983175936,EXXON CO USA #50889,AL,------,Other,1601 FORRESTDALE/HEFLIN,BIRMINGHAM,AL,35214,,,N  ,N  ,-----,------         
ALD983175944,EXXON CO USA #51321,AL,------,Other,7701 1ST AVENUE NORTH,BIRMINGHAM,AL,35206,33.561472,-86.728641,N  ,N  ,-----,------         
ALD983166067,GENE GOWEN BODY SHOP INC,AL,------,VSQG,800 WEST SMITH ST,PIEDMONT,AL,36272,,,3,N  ,H----,------         
ALD982167496,TURLEYS BODY SHOP,AL,------,Other,4400 SPRAGUE AVE,ANNISTON,AL,36206,33.701233,-85.828495,N  ,N  ,-----,------         
ALD981757966,BAYOU CONCRETE COMPANY INC.,AL,------,Other,MAC DUFFIE ISLAND,MOBILE,AL,36602,,,N  ,N  ,-----,------         
ALD982166605,UTILITY TRAILER & EQUIPMENT,AL,------,Other,522 ROSS CLARK CIRCLE NE,DOTHAN,AL,36303,31.243667,-85.371367,N  ,N  ,-----,------         
ALD983174996,"DOWELL SCHLUMBERGER, INC.",AL,------,Other,1781 HARPER ROAD,NORTHPORT,AL,35476,33.249926,-87.615792,N  ,N  ,-----,------         
ALD983175019,TOOL SPECIALTY COMPANY,AL,------,SQG,502 BUSINESS CENTER DRIVE,PELHAM,AL,35244,33.347481,-86.791855,2,N  ,H----,------         
ALD982145120,JOE HUDSONS COLLISION CENTER,AL,------,VSQG,5541 WARES FERRY RD.,MONTGOMERY,AL,36117,32.391301,-86.210481,3,N  ,H----,------         
ALD982145245,QUALITY CLEANERS,AL,------,VSQG,111 S. SEMINARY,FLORENCE,AL,35630,34.800575,-87.674508,3,N  ,H----,------         
ALN980115000,POLYMET ALLOYS INC,AL,------,Other,1757 U.S. HWY 31,CALERA,AL,35040,,,N  ,N  ,-----,------         
ALR000005223,TIMBER CREEK GOLF CLUB,AL,------,VSQG,9650 TIMBER CREEK BLVD,DAPHNE,AL,36527,,,3,N  ,H----,------         
ALR000005231,SNOWS MACHINE & WELDING INC,AL,------,VSQG,400 TELEGRAPH RD,PRICHARD,AL,36610,,,3,N  ,H----,------         
ALN970415000,PICKENS COUNTY SOLID WASTE LANDFILL,AL,------,Other,COUNTY ROAD 26,CARROLLTON,AL,35447,,,N  ,N  ,-----,------         
ALR000005611,ATLANTIC COMPRESSION EQUIPMENT,AL,------,VSQG,5400-A 10TH AVENUE,WYLAM,AL,35224,,,3,N  ,H----,------         
ALR000005637,HALEYVILLE LAUNDRY AND CLEANERS,AL,------,VSQG,1006 19TH STREET,HALEYVILLE,AL,35565,,,3,N  ,H----,------         
ALR000005652,HAMMETT SERVICE CENTER INC,AL,------,Other,301 PELHAM ROAD SOUTH,JACKSONVILLE,AL,36265,,,N  ,N  ,-----,------         
ALN970813004,O'BRIEN & SON TRUCKING CO INC,AL,------,Other,500 HWY 555,ANDALUSIA,AL,36420,,,N  ,N  ,-----,------         
ALN970820000,SUPREME FURNITURE,AL,------,Other,HIGHWAY 13 SOUTH,HALEYVILLE,AL,35565,,,N  ,N  ,-----,------         
ALN970107000,MARK JOHNSON PRPOERTY,AL,------,Other,130 BOSS WILKINS,PELL CITY,AL,35125,,,N  ,N  ,-----,------         
ALR000046235,JEWEL SIMS (RESIDENT),AL,------,Other,5230 HIGHWAY 51,WILSONVILLE,AL,35186,,,N  ,N  ,-----,------         
ALD981025604,DIVERSIFIED PRODUCTS TUBING,AL,------,Other,200 TROXEL,OPELIKA,AL,36801,,,N  ,N  ,-----,------         
ALD031577554,WILBUR ELLIS COMPANY,AL,------,Other,993 ROSS CLARK CIRCLE NE,DOTHAN,AL,36303,31.221789,-85.360544,N  ,N  ,-----,------         
ALD982115909,COST ENTERPRISES LLC DBA ROYAL CLEANERS,AL,------,SQG,6610 OLD MADISON PIKE ST 102,HUNTSVILLE,AL,35763,34.713292,-86.690133,2,N  ,H----,------         
ALR000004127,TROUPE ENGINEERING & DESIGN,AL,------,SQG,7266 GOVERNORS DRIVE WEST,HUNTSVILLE,AL,35806,,,2,N  ,H----,------         
ALR000004143,BARFIELD FORKLIFT,AL,------,VSQG,11775 HIGHWAY 31,SPANISH FORT,AL,36527,,,3,N  ,H----,------         
ALR000004333,DT'S CYCLE AND AUTO PAINTING,AL,------,VSQG,2191 COLDWATER ROAD,OXFORD,AL,36201,33.623726,-85.919661,3,N  ,H----,------         
ALR000003764,ACME PROPANE GAS CO,AL,------,VSQG,4285 NORMAN BRIDGE RD,MONTGOMERY,AL,36116,32.322929,-86.29918,3,N  ,H----,------         
ALN960205000,SAMSON DUMPSITE & BURN AREA,AL,------,Other,RT 3 BOX 127B,SAMSON,AL,36477,,,N  ,N  ,-----,------         
ALR000044503,COCKRELL'S BODY SHOP,AL,------,Other,743 SOUTH MCKENZIE STREET,FOLEY,AL,36535,,,N  ,N  ,-----,------         
ALD149984502,GOODYEAR AUTO SERVIC CENTER,AL,------,Other,2504-31ST AVE NO,BIRMINGHAM,AL,35210,33.552335,-86.81959,N  ,N  ,-----,------         
ALD183231877,SIGNATURE FLIGHT SUPPORT,AL,------,VSQG,4243 EASTLAKE BLVD,BIRMINGHAM,AL,35217,33.5573,-86.773571,3,N  ,H----,------         
ALD980221253,US STEEL MINING CONCORD PLANT,AL,------,VSQG,1500 CONCORD MINE ROAD,HUEYTOWN,AL,35023,33.445615,-87.037081,3,N  ,H----,------         
ALD981475221,JIMGREENHILL'S CAR CARE CENTER,AL,------,Other,3519 FLORENCE BLVD,FLORENCE,AL,35630,,,N  ,N  ,-----,------         
ALD981750086,BEARD EQUIPMENT CO,AL,------,VSQG,2459 N BELTLINE HWY,MOBILE,AL,36617,30.737126,-88.11258,3,N  ,H----,------         
ALD981750896,MILAZZO CLEANERS,AL,------,Other,2136 COLUMBIANA RD,BIRMINGHAM,AL,35216,33.435044,-86.810449,N  ,N  ,-----,------         
ALD983178823,GENPAK LLC,AL,------,VSQG,3255 THOMASON AVENUE,MONTGOMERY,AL,36108,32.352815,-86.348316,3,N  ,H----,------         
ALR000015420,HERTZ - RENT A CAR,AL,------,Other,8400 AIRPORT BOULEVARD,MOBILE,AL,36608-9648,,,N  ,N  ,-----,------         
ALD982095978,CANNON JOHN,AL,------,Other,ST ELMO - GRAND BAY AIRSTRIP,MOBILE,AL,35064,,,,N  ,-----,------         
ALR000050120,WILLIAMS SERVICE CENTER,AL,------,Other,3130 MAIN STREET,RAINSVILLE,AL,35986,,,N  ,N  ,-----,------         
ALR000050146,AUTO UNLIMITED,AL,------,Other,2212 MOODY PARKWAY,MOODY,AL,35004,,,N  ,N  ,-----,------         
ALR000007278,LANDMARKS FOUNDATION,AL,------,VSQG,NORTH DECATUR STREET,MONTGOMERY,AL,36104,,,3,N  ,H----,------         
ALR000000331,HAWKINS AUTO & TRUCK SERVICE,AL,------,VSQG,4830 5TH AVE SOUTH,BIRMINGHAM,AL,35222,33.529197,-86.759399,3,N  ,H----,------         
ALR000000406,GOODWIN TRANSPORT,AL,------,VSQG,HIGHWAY 104 N 3RD STREET,SILVERHILL,AL,36576,,,3,N  ,H----,------         
ALD077649192,BERRY FURNITURE INC,AL,------,Other,NEW INDUSTRIAL PARK SOUTH,HALEYVILLE,AL,35565,34.226667,-87.62,N  ,N  ,-----,------         
ALD077897981,MICROMEDIC SYSTEMS INC,AL,------,Other,330 WYNN DRIVE,HUNTSVILLE,AL,35805,34.725268,-86.655864,N  ,N  ,-----,------         
ALD078958378,MONSANTO RETAIL SALES CENTER,AL,------,Other,US HWY 29 BY-PASS,ANDALUSIA,AL,36420,31.306667,-86.483333,N  ,N  ,-----,------         
ALD055902159,MOTOROLA TRANSMISSION PRODUCTS,AL,------,Other,5000 BRADFORD DR,HUNTSVILLE,AL,35805-1993,34.72,-86.616667,N  ,N  ,-----,------         
ALD055905079,AAA SEPTIC TANK SERVICES,AL,------,Other,421 13TH COURT NW,BIRMINGHAM,AL,35215,33.62065,-86.694183,N  ,N  ,-----,------         
ALD054567623,AB DICK COMPANY,AL,------,Other,1125 E SOUTH BLVD,MONTGOMERY,AL,36116,32.326829,-86.288403,N  ,N  ,-----,------         
ALD031634876,UNIVERSITY DODGE INC,AL,------,Other,705 WHEELER AVE,HUNTSVILLE,AL,35801,34.739011,-86.594317,N  ,N  ,-----,------         
ALR000049908,COCKRELLS EASTERN SHORE,AL,------,VSQG,1025 STANTON ROAD,DAPHNE,AL,36526,,,3,N  ,H----,------         
ALR000026625,SEALS WELDING & FABRICATING INC,AL,------,VSQG,2053 US HIGHWAY 78 WEST,OXFORD,AL,36203,33.35678,-85.52819,3,N  ,H----,------         
ALD981019086,DANA CORP,AL,------,Other,4350 WASHINGTON FERRY RD,MONTGOMERY,AL,36108,32.396034,-86.396901,N  ,N  ,-----,------         
ALD031507445,CONSOLIDATED PIPE & SUPPLY CO INC,AL,------,VSQG,1800 3RD ST WEST,BIRMINGHAM,AL,35204,33.533925,-86.840367,3,N  ,H----,------         
ALD031513419,TOM WILLIAMS IMPORTS,AL,------,SQG,2200 3RD AVE S,BIRMINGHAM,AL,35233-2302,,,2,N  ,H----,------         
ALD981923840,WINN BERNICE,AL,------,Other,504 W PURITAN AVE,MUSCLE SHOALS,AL,35660,34.754387,-87.669972,,N  ,-----,------         
ALD981476906,NORTHINGTON 1 HR CLEANERS,AL,------,VSQG,LELAND SHOPPING CENTER,TUSCALOOSA,AL,35404,,,3,N  ,H----,------         
ALR000049809,INDIAN CREEK FARMS,AL,------,Other,778 FIRST BAPTIST CHURCH RD,UNION SPRINGS,AL,36053,,,N  ,N  ,-----,------         
ALR000049817,ACE DUST & LINEN SERVICE,AL,------,Other,3350 MAIN ST.,MILLBROOK,AL,36054,,,N  ,N  ,-----,------         
ALR000049825,YESAC CORPORATION,AL,------,SQG,40 YESAC DR,TALLASSEE,AL,36078,,,2,N  ,H----,------         
ALR000050138,PERFECTION WOODWORKS,AL,------,Other,45 JASON STREET,TRUSSVILLE,AL,35173,,,N  ,N  ,-----,------         
ALD128763042,WATTS BATTERY,AL,------,Other,2108 FORREST AV,GADSDEN,AL,35904,34.019257,-86.033193,,N  ,-----,------         
ALN951109000,KELLEY'S CLEANERS,AL,------,VSQG,14 PERRY COURT,MONTGOMERY,AL,36105,,,3,N  ,H----,------         
ALD983191487,MONTGOMERY CULTURED MARBLE,AL,------,VSQG,HWY 14,TALLASSEE,AL,36078,,,3,N  ,H----,------         
ALD107984379,PHOENIX SPORTSWEAR,AL,------,Other,1002 INDUSTRIAL BLVD,ALBERTVILLE,AL,35950,,,N  ,N  ,-----,------         
ALR000015347,BUCHANAN LUMBER B'HAM INC ALICEVILLE DIV,AL,------,Other,BAPTIST LINE ROAD,ALICEVILLE,AL,35442,,,N  ,N  ,-----,------         
ALR000014738,AM-PAC TIRE DIST INC DBA TIRE PROS GREEN,AL,------,Other,490 GREENVILLE BYPASS,GREENVILLE,AL,36037,,,N  ,N  ,-----,------         
ALR000014829,WADE'S COLLISION REPAIR,AL,------,VSQG,4290 MAIN STREET,ADAMSVILLE,AL,35005,,,3,N  ,H----,------         
ALR000015370,HERTZ - RENT A CAR,AL,------,Other,4610 SELMA HIGHWAY,MONTGOMERY,AL,36108-4846,,,N  ,N  ,-----,------         
ALD031523442,MOUNTAIN BROOK CLEANERS,AL,------,SQG,1919 CAHABA ROAD,BIRMINGHAM,AL,35223,33.494343,-86.781139,2,N  ,H----,------         
ALD031534381,KERR-MCGEE REFINING CORP,AL,------,Other,2600 WENONAH RD,BIRMINGHAM,AL,35211,33.45738,-86.86086,N  ,N  ,-----,------         
ALD981473556,"WASTE CONTRACTORS, MOULTON",AL,------,Other,HWY 24 EAST,MOULTON,AL,35650,,,N  ,N  ,-----,------         
ALD980846067,DAVIS ONE HOUR CLEANERS INC,AL,------,Other,3039 W FAIRVIEW AVE,MONTGOMERY,AL,36108,,,N  ,N  ,-----,------         
ALD980846174,KENNYS YAMAHA,AL,------,Other,338 DOUGLAS AVE,BREWTON,AL,36426,31.109653,-87.068501,N  ,N  ,-----,------         
ALD980846224,SWISS CLEANERS INC,AL,------,SQG,CLOVERLEAF PLAZA,MOBILE,AL,36619,,,2,N  ,H----,------         
ALR000046714,WINGFIELD ENGINEERING CO INC PLANT 2,AL,------,VSQG,419 ARMORY STREET,GOODWATER,AL,35072,33.031705,-86.024305,3,N  ,H----,------         
ALD983169202,GLENN MCCLENDON TRUCKING CO.,AL,------,Other,1516 ALDUC COURT,MONTGOMERY,AL,36110,32.403446,-86.289923,N  ,N  ,-----,------         
ALD981028111,MASTIN LAKE CLEANERS INC,AL,------,Other,2203 MASTIN LAKE RD,HUNTSVILLE,AL,35801,34.771041,-86.588737,N  ,N  ,-----,------         
ALN990318001,PARSON'S TIRES,AL,------,Other,4315 OLD PUMP STATION ROAD,GADSDEN,AL,35904,,,N  ,N  ,-----,------         
ALR000014373,RED LINE EQUIPMENT COMPANY,AL,------,Other,1201 BAKER STREET,MOBILE,AL,36603,,,N  ,N  ,-----,------         
ALD149979585,GOODYEAR AUTO SERVICE CENTER,AL,------,Other,2208 SEVENTH STREET,TUSCALOOSA,AL,35401,33.208781,-87.56454,N  ,N  ,-----,------         
ALD980802201,CHAPMAN CHEMICAL CO,AL,------,Other,ONE RANGE ST,SELMA,AL,36702,32.409619,-87.01097,N  ,N  ,-----,------         
ALD981028061,ULTRA CLEAN SERVICES,AL,------,Other,2719 PATTON RD,HUNTSVILLE,AL,35801,34.712597,-86.626907,N  ,N  ,-----,------         
ALR000022384,WASTE MANAGEMENT OF DEMOPOLIS,AL,------,Other,276 INDUSTRIAL PARK ROAD,DEMOPOLIS,AL,36732,32.3,-87.3,N  ,N  ,-----,------         
ALD981477227,ANNISTON DIVISION GARAGE,AL,------,Other,217 WEST 10TH STREET,ANNISTION,AL,36202,33.656966,-85.834036,N  ,N  ,-----,------         
ALD981748783,CITY TRANSMISSION,AL,------,Other,2114 2ND AVE SOUTH,BIRMINGHAM,AL,35233,33.511485,-86.801468,N  ,N  ,-----,------         
ALN010403000,WILSON CAR CARE CENTER,AL,------,Other,12808 HIGHWAY 231 NORTH,WETUMPKA,AL,36092,,,N  ,N  ,-----,------         
ALN010412000,ALACO SALES INC,AL,------,Other,35 HERRING CROSSROAD,RUSSELVILLE,AL,35654,,,N  ,N  ,-----,------         
ALD031639743,"TECHNICAL MICRONICS CONTROL, INC.",AL,------,SQG,210 WYNN DRIVE,HUNTSVILLE,AL,35805,34.719397,-86.653556,2,N  ,H----,------         
ALR000015321,BUCHANAN LUMBER COMPANY INC WEST MILL,AL,------,Other,455 FLACK ROAD,MONTGOMERY,AL,36104,,,N  ,N  ,-----,------         
ALR000044354,MALLISHAM'S LAWN MOWER SERVICE,AL,------,Other,5421 13TH AVENUE EAST,TUSCALOOSA,AL,35405,,,N  ,N  ,-----,------         
ALD981023427,ALABAMA NATIONAL GUARD FT MCCLELLAN TRAINING CENTER,AL,------,VSQG,DUPONT DRIVE BLDG 1060,FORT MCCLELLAN,AL,36205,33.4404,-85.472,3,N  ,H-A--,------         
ALD089975023,MATERIAL DELIVERY SERVICE,AL,------,Other,100 CHASE PARK S SUITE 228,BIRMINGHAM,AL,35244,33.364127,-86.794404,N  ,N  ,-----,------         
ALR000040311,S&D INDUSTRIAL PAINTING INC,AL,------,Other,SR173 @ BLACKWOOD CREEK,HEADLAND,AL,36109,,,N  ,N  ,-----,------         
ALR000040568,JOE HUDSON'S COLLISION CENTER,AL,------,VSQG,27379 HIGHWAY 98,DAPHNE,AL,36526,,,3,N  ,H----,------         
AL0001001957,PRECISION TUNE AUTO CARE,AL,------,VSQG,1230 HILLCREST RD,MOBILE,AL,36695,,,3,N  ,H----,------         
ALD982092694,LOCKLEAR AUTOMOTIVE GROUP INC,AL,------,Other,3200 10TH AVENUE,TUSCALOOSA,AL,35405,33.180985,-87.551692,N  ,N  ,-----,------         
ALD983192485,SOUTH CUSTOM AUTO,AL,------,Other,PADGETT SWITCH ROAD,BAYOU LABATRE,AL,36509-0005,,,N  ,N  ,-----,------         
ALR000031393,BUECHNER ENT INC DBA SIMPLY SHUTTERS,AL,------,SQG,6341 HIGHWAY 90 WEST,THEODORE,AL,36582,30.320586,-88.111685,2,N  ,H----,------         
ALR000034058,KENNYS QUICK LUBE & TIRE INC,AL,------,VSQG,121 MARIETTA ROAD,SPRINGVILLE,AL,35146,33.4612,-86.2818,3,N  ,H----,------         
ALR000040469,BROWN AND FURLOUGH WRECKER SERVICE,AL,------,VSQG,9142 US 431 SOUTH,OWENS CROSSROADS,AL,35760,,,3,N  ,H----,------         
ALR000040261,ENVIRONMENTAL FILTRATION SER OF DOTHAN,AL,------,Other,419 EASTLAND ROAD,DOTHAN,AL,36303,,,N  ,N  ,-----,------         
ALR000042416,"BIG J TIRE AND SERVICE CENTER, LLC ",AL,------,VSQG,7179 HIGHWAY 84 EAST,ASHFORD,AL,36312,,,3,N  ,H----,------         
ALD983193152,GPI AL N INC DBA PAT PECK NISSAN,AL,------,VSQG,1015 EAST I65 SERVICE RD SOUTH,MOBILE,AL,36606-3108,30.664505,-88.126521,3,N  ,H----,------         
ALR000040253,DAVID RICHARDSON PROPERTY,AL,------,Other,1255 CHUBBAHATCHEE CIRCLE,WETUMPKA,AL,36093,,,,N  ,-----,------         
ALR000040576,JOE HUDSON'S COLLISION CENTER,AL,------,VSQG,4531 VALLEYDALE ROAD,BIRMINGHAM,AL,35242,,,3,N  ,H----,------         
ALR000040584,JOE HUDSON'S COLLISION CENTER,AL,------,VSQG,1607 EAST COMMERCE STREET,GREENVILLE,AL,36037,,,3,N  ,H----,------         
AL0000050278,PRAXAIR INC,AL,------,Other,1350 REDHAT ROAD,DECATUR,AL,35601,34.393,-86.81,N  ,N  ,-----,------         
ALR000038463,TRIPLE A ELECTRICAL-JEROLD BOZEMAN,AL,------,Other,101 ROCKET AVENUE,OPELIKA,AL,36804,32.3754,-85.22381,N  ,N  ,-----,------         
ALR000029546,VACANT LOT- FORMER GAS STATN EARLY 1920S,AL,------,Other,225 HOLMES AVENUE,HUNTSVILLE,AL,35801,,,N  ,N  ,-----,------         
ALR000032854,AIRNET SYSTEMS INC,AL,------,Other,4243 EAST LAKE BLVD BLDG 37,BIRMINGHAM,AL,35127-4325,,,N  ,N  ,-----,------         
ALR000039131,JOSEPH MIMS CONSTRUCTION COMPANY,AL,------,Other,107 6TH STREET SOUTH,CLANTON,AL,35045,,,N  ,N  ,-----,------         
AL8210400000,U.S. ARMY RESERVE,AL,------,Other,1000 23RD STREET S.W.,CULLMAN,AL,35055,34.135825,-86.849658,N  ,N  ,-----,------         
ALR000040824,COLONIAL PROPERTIES TRUST,AL,------,Other,47 CANAL PLACE,ORANGE BEACH,AL,99999,,,,N  ,-----,------         
ALD983170721,GOVERNORS HOUSE AMOCO,AL,------,Other,2801 EAST SOUTH BLVD.,MONTGOMERY,AL,36116,32.327169,-86.257035,,N  ,-----,------         
ALD982111353,PAUL SANDERS CLEANERS,AL,------,Other,2714 BESSEMER RD,BIRMINGHAM,AL,35208,33.500298,-86.872094,,N  ,-----,------         
ALR000039305,NORFOLK SOUTHERN CORP,AL,------,Other,OFF COUNTY ROAD 22,WHATLEY,AL,36482,31.389482,-87.424104,,N  ,-----,------         
ALR000004481,TOWN & COUNTRY CLEANERS,AL,------,Other,1222 CHEROKEE ROAD,ALEXANDER CITY,AL,35010-3917,32.931364,-85.949176,,N  ,-----,------         
ALD983193392,A T & T,AL,------,Other,ON TALLAPOOSA COUNTY RD 18,ROXANA,AL,36879,,,,N  ,-----,------         
ALD983194978,AT & T,AL,------,Other,COUNTY RD 84,THACH,AL,35501,,,,N  ,-----,------         
ALD983192360,AT&T,AL,------,Other,HIGHWAY 31 NORTH,STAPLETON,AL,36578,,,,N  ,-----,------         
ALD983194986,AT & T,AL,------,Other,COUNTY RD 18,HODGES,AL,35571,,,,N  ,-----,------         
ALR000040147,ABANDONED SITE,AL,------,VSQG,3500 BESSEMER AVE,MIDFIELD,AL,33614,,,3,N  ,H----,------         
ALD981748668,TUSCALOOSA CHEVROLET INC,AL,------,Other,115 GREENSBORO AVE,TUSCALOOSA,AL,35401,33.213675,-87.572142,N  ,N  ,-----,------         
ALD983176702,"TRI-TECH SERVICES, INC.",AL,------,Other,BLDG. 248 CRAIG FIELD,SELMA,AL,36701,,,N  ,N  ,-----,------         
ALR000039107,BROOKWOOD OIL FIELD SERVICE,AL,------,VSQG,11756 COVERED BRIDGE ROAD,BROOKWOOD,AL,35444,,,3,N  ,H----,------         
ALR666666666,BARRETT'S SITE,AL,------,Other,1000 BARRETT DRIVE,MANHATTAN,AL,66502,,,,N  ,-----,------         
ALR000015032,BAKERY FEEDS,AL,------,Other,11335 ALABAMA HWY 9 SOUTH,CENTRE,AL,35960-9732,34.65,-85.39189,,N  ,-----,------         
ALR000013102,SQUARE D COMPANY,AL,------,VSQG,6170 RANGELINE ROAD,THEODORE,AL,36582,,,3,N  ,H----,------         
ALR000045369,CHICO'S PAINT AND BODY INC.,AL,------,VSQG,3506 WARES FERRY ROAD,MONTGOMERY,AL,36117,,,3,N  ,H----,------         
ALR000040550,JOE HUDSON'S COLLISION CENTER,AL,------,VSQG,3641 MCGEHEE ROAD,MONTGOMERY,AL,36111,,,3,N  ,H----,------         
ALR000038786,MTW AEROSPACE INC,AL,------,VSQG,7050 HIGHWAY 80 WEST,MONTGOMERY,AL,36108,,,3,N  ,H----,------         
ALR000030007,SADLER OIL COMPANY,AL,------,Other,1950 WEST POINT PARKWAY,OPELIKA,AL,36801,,,N  ,N  ,-----,------         
ALR000034595,MILLER SUTHERLIN AUTOMOTIVE,AL,------,VSQG,901 MARTIN STREET NORTH,PELL CITY,AL,35125,33.58908,-86.28065,3,N  ,H----,------         
ALR000014407,WINN-DIXIE STORE #1915,AL,------,Other,12290 US HWY 231/431 NORTH,MERIDIANVILLE,AL,35759,,,N  ,N  ,-----,------         
ALR000040329,S&D INDUSTRIAL PAINTING INC,AL,------,Other,SR 134 @ STEVENSON CREEK,HEBRON,AL,36109,,,N  ,N  ,-----,------         
ALR000039024,PROPERTY OF SAM RIGSBY,AL,------,Other,22333 COUNTY ROAD 62 NORTH,ROBERTSDALE,AL,36567,,,,N  ,-----,------         
