year,ID_NUMBER,FACILITY_NAME,STREET_ADDRESS,CITY_NAME,STATE_CODE,ZIP_CODE,actual,predicted
2017,SCD003343639,WELLMAN PLASTICS RECYCLING LLC,520 KINGSBURG HWY,JOHNSONVILLE,SC,29555,0,1
2017,SCD003343639,WELLMAN PLASTICS RECYCLING LLC,520 KINGSBURG HWY,JOHNSONVILLE,SC,29555,0,1
2017,OHD071654958,RETRIEV TECHNOLOGIES INC,265 QUARRY RD,LANCASTER,OH,43130,0,1
2017,OHD071654958,RETRIEV TECHNOLOGIES INC,265 QUARRY RD,LANCASTER,OH,43130,0,1
2017,OHD071654958,RETRIEV TECHNOLOGIES INC,265 QUARRY RD,LANCASTER,OH,43130,0,1
2017,OHD071654958,RETRIEV TECHNOLOGIES INC,265 QUARRY RD,LANCASTER,OH,43130,0,1
2017,OHD071654958,RETRIEV TECHNOLOGIES INC,265 QUARRY RD,LANCASTER,OH,43130,0,1
2017,OHD071654958,RETRIEV TECHNOLOGIES INC,265 QUARRY RD,LANCASTER,OH,43130,0,1
2017,OHD071654958,RETRIEV TECHNOLOGIES INC,265 QUARRY RD,LANCASTER,OH,43130,0,1
2017,CAD077182293,METECH RECYCLING INC,6200 ENGLE WAY,GILROY,CA,95020,1,1
2017,CAD077182293,METECH RECYCLING INC,6200 ENGLE WAY,GILROY,CA,95020,1,1
2017,CAD077182293,METECH RECYCLING INC,6200 ENGLE WAY,GILROY,CA,95020,1,1
2017,CAD077182293,METECH RECYCLING INC,6200 ENGLE WAY,GILROY,CA,95020,1,1
2017,CAD077182293,METECH RECYCLING INC,6200 ENGLE WAY,GILROY,CA,95020,1,1
2017,CAD077182293,METECH RECYCLING INC,6200 ENGLE WAY,GILROY,CA,95020,1,1
2017,CAD077182293,METECH RECYCLING INC,6200 ENGLE WAY,GILROY,CA,95020,1,1
2017,CAD088504881,KINSBURSKY BROTHERS SUPPLY INC,1314 N ANAHEIM BLVD,ANAHEIM,CA,92801,0,1
2017,CAD088504881,KINSBURSKY BROTHERS SUPPLY INC,1314 N ANAHEIM BLVD,ANAHEIM,CA,92801,0,1
2017,CAD009150194,USS-POSCO INDUSTRIES,900 LOVERIDGE ROAD,PITTSBURG,CA,94565-0000,1,1
2017,CAD097030993,US ECOLOGY VERNON INC,5375 SOUTH BOYLE AVENUE,LOS ANGELES,CA,90058-0000,0,1
2017,CAD097030993,US ECOLOGY VERNON INC,5375 SOUTH BOYLE AVENUE,LOS ANGELES,CA,90058-0000,0,1
2017,CAD097030993,US ECOLOGY VERNON INC,5375 SOUTH BOYLE AVENUE,LOS ANGELES,CA,90058-0000,0,1
2017,CAD097030993,US ECOLOGY VERNON INC,5375 SOUTH BOYLE AVENUE,LOS ANGELES,CA,90058-0000,0,1
2017,CAD097030993,US ECOLOGY VERNON INC,5375 SOUTH BOYLE AVENUE,LOS ANGELES,CA,90058-0000,0,1
2017,CAD097030993,US ECOLOGY VERNON INC,5375 SOUTH BOYLE AVENUE,LOS ANGELES,CA,90058-0000,0,1
2017,CAD097030993,US ECOLOGY VERNON INC,5375 SOUTH BOYLE AVENUE,LOS ANGELES,CA,90058-0000,0,1
2017,CAD097030993,US ECOLOGY VERNON INC,5375 SOUTH BOYLE AVENUE,LOS ANGELES,CA,90058-0000,1,1
2017,CAD097030993,US ECOLOGY VERNON INC,5375 SOUTH BOYLE AVENUE,LOS ANGELES,CA,90058-0000,1,1
2017,CAD097030993,US ECOLOGY VERNON INC,5375 SOUTH BOYLE AVENUE,LOS ANGELES,CA,90058-0000,1,1
2017,CAD097030993,US ECOLOGY VERNON INC,5375 SOUTH BOYLE AVENUE,LOS ANGELES,CA,90058-0000,1,1
2017,CAD097030993,US ECOLOGY VERNON INC,5375 SOUTH BOYLE AVENUE,LOS ANGELES,CA,90058-0000,1,1
2017,CAD097030993,US ECOLOGY VERNON INC,5375 SOUTH BOYLE AVENUE,LOS ANGELES,CA,90058-0000,1,1
2017,CAD097030993,US ECOLOGY VERNON INC,5375 SOUTH BOYLE AVENUE,LOS ANGELES,CA,90058-0000,1,1
2017,ALR000059006,"PROGRESSIVE ENVIRONMENTAL SERVICES, INC DBA SWS ENVIRONMENTAL SERVICES",1897 FLOYD BRADFORD ROAD,BIRMINGHAM,AL,35173,1,1
2017,MOD985803253,EAGLEPICHER TECHNOLOGIES RANGELINE FACILITY,3220 INDUSTRIAL RD,JOPLIN,MO,64801-6137,1,1
2017,MOR000003756,PITTSBURGH GLASS WORKS LLC,831 LONE STAR DR,O FALLON,MO,63366-1902,1,1
2017,OHD980681571,BRANDON PARTNERS FKA NORTH EAST CHEMICAL CORPORATION,3301 MONROE AVE,CLEVELAND,OH,44113,1,1
2017,OHD980681571,BRANDON PARTNERS FKA NORTH EAST CHEMICAL CORPORATION,3301 MONROE AVE,CLEVELAND,OH,44113,1,1
2017,OHD980681571,BRANDON PARTNERS FKA NORTH EAST CHEMICAL CORPORATION,3301 MONROE AVE,CLEVELAND,OH,44113,1,1
2017,OHD980681571,BRANDON PARTNERS FKA NORTH EAST CHEMICAL CORPORATION,3301 MONROE AVE,CLEVELAND,OH,44113,1,1
2017,OHR000124628,HEIDTMAN STEEL PRODUCTS INC,4600 HEIDTMAN PKWY,CLEVELAND,OH,44105,1,1
2017,CAD980887418,SAFETY-KLEEN OF CALIFORNIA INC,6880 SMITH AVE,NEWARK,CA,94560-0000,1,1
2017,CAD980887418,SAFETY-KLEEN OF CALIFORNIA INC,6880 SMITH AVE,NEWARK,CA,94560-0000,1,1
2017,CAD980887418,SAFETY-KLEEN OF CALIFORNIA INC,6880 SMITH AVE,NEWARK,CA,94560-0000,1,1
2017,CAD980887418,SAFETY-KLEEN OF CALIFORNIA INC,6880 SMITH AVE,NEWARK,CA,94560-0000,1,1
2017,CAD980887418,SAFETY-KLEEN OF CALIFORNIA INC,6880 SMITH AVE,NEWARK,CA,94560-0000,1,1
2017,CAD097854541,EXIDE TECHNOLOGIES INCORPORATED,2700 SOUTH INDIANA STREET,VERNON,CA,90058,1,1
2017,CAD097854541,EXIDE TECHNOLOGIES INCORPORATED,2700 SOUTH INDIANA STREET,VERNON,CA,90058,1,1
2017,CAD980813950,CRANE'S WASTE OIL INC,16095 HWY 178,WELDON,CA,93283,0,1
2017,CAD980813950,CRANE'S WASTE OIL INC,16095 HWY 178,WELDON,CA,93283,0,1
2017,CAD980813950,CRANE'S WASTE OIL INC,16095 HWY 178,WELDON,CA,93283,0,1
2017,CAD980813950,CRANE'S WASTE OIL INC,16095 HWY 178,WELDON,CA,93283,0,1
2017,MDR000527047,WALKER TRADING COMPANY INC D.B.A. VAPE DOJO,11600 CROSSROADS CIRCLE,MIDDLE RIVER,MD,21220,0,1
2017,CAD053866794,PATRIOT ENVIRONMENTAL SERVICES,508 EAST E ST,WILMINGTON,CA,90744,1,1
2017,CAD053866794,PATRIOT ENVIRONMENTAL SERVICES,508 EAST E ST,WILMINGTON,CA,90744,1,1
2017,CAD053866794,PATRIOT ENVIRONMENTAL SERVICES,508 EAST E ST,WILMINGTON,CA,90744,1,1
2017,CAD053866794,PATRIOT ENVIRONMENTAL SERVICES,508 EAST E ST,WILMINGTON,CA,90744,1,1
2017,CAD053866794,PATRIOT ENVIRONMENTAL SERVICES,508 EAST E ST,WILMINGTON,CA,90744,1,1
2017,CAD008302903,VEOLIA ES TECHNICAL SOLUTIONS LLC,1704 W FIRST ST,AZUSA,CA,91702,1,1
2017,CAD008302903,VEOLIA ES TECHNICAL SOLUTIONS LLC,1704 W FIRST ST,AZUSA,CA,91702,1,1
2017,CAD008302903,VEOLIA ES TECHNICAL SOLUTIONS LLC,1704 W FIRST ST,AZUSA,CA,91702,1,1
2017,CAD008302903,VEOLIA ES TECHNICAL SOLUTIONS LLC,1704 W FIRST ST,AZUSA,CA,91702,1,1
2017,CAD008302903,VEOLIA ES TECHNICAL SOLUTIONS LLC,1704 W FIRST ST,AZUSA,CA,91702,1,1
2017,CAD008302903,VEOLIA ES TECHNICAL SOLUTIONS LLC,1704 W FIRST ST,AZUSA,CA,91702,1,1
2017,CAD008302903,VEOLIA ES TECHNICAL SOLUTIONS LLC,1704 W FIRST ST,AZUSA,CA,91702,1,1
2017,CAD008302903,VEOLIA ES TECHNICAL SOLUTIONS LLC,1704 W FIRST ST,AZUSA,CA,91702,1,1
2017,CAD008302903,VEOLIA ES TECHNICAL SOLUTIONS LLC,1704 W FIRST ST,AZUSA,CA,91702,1,1
2017,CAD008302903,VEOLIA ES TECHNICAL SOLUTIONS LLC,1704 W FIRST ST,AZUSA,CA,91702,1,1
2017,CAD008302903,VEOLIA ES TECHNICAL SOLUTIONS LLC,1704 W FIRST ST,AZUSA,CA,91702,1,1
2017,CAD008302903,VEOLIA ES TECHNICAL SOLUTIONS LLC,1704 W FIRST ST,AZUSA,CA,91702,1,1
2017,FLR000106294,ELECTROLAB II INC,369 DOUGLAS RD,OLDSMAR,FL,34677-0000,0,1
2017,FLR000116418,TIRE KINGDOM #6141,10417 ATLANTIC BLVD,JACKSONVILLE,FL,32225-6723,1,1
2017,FLD063288245,KEY AUTOMOTIVE OF FLORIDA INC,5300 ALLEN K BREED HWY,LAKELAND,FL,33811-1130,1,1
2017,FLD063288245,KEY AUTOMOTIVE OF FLORIDA INC,5300 ALLEN K BREED HWY,LAKELAND,FL,33811-1130,1,1
2017,FLR000168203,FLORIDA TRANSFORMER INC DBA EMERALD TRANSFORMER,4509 STATE HIGHWAY 83 N,DEFUNIAK SPRINGS,FL,32433-3960,1,1
2017,FLR000168203,FLORIDA TRANSFORMER INC DBA EMERALD TRANSFORMER,4509 STATE HIGHWAY 83 N,DEFUNIAK SPRINGS,FL,32433-3960,1,1
2017,FLR000168203,FLORIDA TRANSFORMER INC DBA EMERALD TRANSFORMER,4509 STATE HIGHWAY 83 N,DEFUNIAK SPRINGS,FL,32433-3960,1,1
2017,FLR000168203,FLORIDA TRANSFORMER INC DBA EMERALD TRANSFORMER,4509 STATE HIGHWAY 83 N,DEFUNIAK SPRINGS,FL,32433-3960,1,1
2017,FLR000168203,FLORIDA TRANSFORMER INC DBA EMERALD TRANSFORMER,4509 STATE HIGHWAY 83 N,DEFUNIAK SPRINGS,FL,32433-3960,1,1
2017,FLR000168203,FLORIDA TRANSFORMER INC DBA EMERALD TRANSFORMER,4509 STATE HIGHWAY 83 N,DEFUNIAK SPRINGS,FL,32433-3960,1,1
2017,FLR000168203,FLORIDA TRANSFORMER INC DBA EMERALD TRANSFORMER,4509 STATE HIGHWAY 83 N,DEFUNIAK SPRINGS,FL,32433-3960,1,1
2017,FLD101872190,ADVENTHEALTH ORLANDO,601 EAST ROLLINS ST,ORLANDO,FL,32803-0000,1,1
2017,FLD101872190,ADVENTHEALTH ORLANDO,601 EAST ROLLINS ST,ORLANDO,FL,32803-0000,1,1
2017,FLD101872190,ADVENTHEALTH ORLANDO,601 EAST ROLLINS ST,ORLANDO,FL,32803-0000,1,1
2017,FLD101872190,ADVENTHEALTH ORLANDO,601 EAST ROLLINS ST,ORLANDO,FL,32803-0000,1,1
2017,FL6170024412,JACKSONVILLE NAS,6500 ROOSEVELT BLVD,JACKSONVILLE,FL,32212-1192,0,1
2017,FLR000169441,BUSBY CABINETS,13313 SOUTHERN PRECAST DR,ALACHUA,FL,32615-8548,1,1
2017,FLR000074559,WAL-MART #1436,6294 FOREST HILL BLVD,GREENACRES,FL,33415-6109,0,1
2017,FLR000081281,PERSONAL TOUCH DRY CLEAN,1516 FLORIDA BLVD,BRADENTON,FL,34207-5854,1,1
2017,FLR000081281,PERSONAL TOUCH DRY CLEAN,1516 FLORIDA BLVD,BRADENTON,FL,34207-5854,1,1
2017,FLR000081281,PERSONAL TOUCH DRY CLEAN,1516 FLORIDA BLVD,BRADENTON,FL,34207-5854,1,1
2017,FLR000032292,TARGET #0799,5350 FRUITVILLE RD,SARASOTA,FL,34232-6401,1,1
2017,FLR000081281,PERSONAL TOUCH DRY CLEAN,1516 FLORIDA BLVD,BRADENTON,FL,34207-5854,0,1
2017,FLR000081281,PERSONAL TOUCH DRY CLEAN,1516 FLORIDA BLVD,BRADENTON,FL,34207-5854,0,1
2017,FLR000081281,PERSONAL TOUCH DRY CLEAN,1516 FLORIDA BLVD,BRADENTON,FL,34207-5854,0,1
2017,FLD982162570,COURTESY TOYOTA OF BRANDON,9210 ADAMO DR,TAMPA,FL,33619-2604,1,1
2017,FLR000096792,WAL MART SUPERCENTER #811,,,FL,,0,1
2017,FLD004320396,AMERICAN TORCH TIP COMPANY,6212 29TH ST E,BRADENTON,FL,34203-5304,0,1
2017,FLD981018773,TRIUMVIRATE ENVIRONMENTAL SERVICES INC,3670 SW 47TH AVE,DAVIE,FL,33314-0000,0,1
2017,FLD981018773,TRIUMVIRATE ENVIRONMENTAL SERVICES INC,3670 SW 47TH AVE,DAVIE,FL,33314-0000,0,1
2017,FLR000113431,THE HOME DEPOT #8444,3402 FORUM BLVD,FORT MYERS,FL,33905-5483,0,1
2017,FLD039682646,HOMOSASSA TIRE,5440 S OAKRIDGE DR,HOMOSASSA SPRINGS,FL,32647-0000,0,1
2017,FLD067242164,ELREHA/HT GLOBAL,2510 TERMINAL DR S,ST PETERSBURG,FL,33712-1669,1,1
2017,FLD067242164,ELREHA/HT GLOBAL,2510 TERMINAL DR S,ST PETERSBURG,FL,33712-1669,1,1
2017,FLD067242164,ELREHA/HT GLOBAL,2510 TERMINAL DR S,ST PETERSBURG,FL,33712-1669,1,1
2017,FLD067242164,ELREHA/HT GLOBAL,2510 TERMINAL DR S,ST PETERSBURG,FL,33712-1669,1,1
2017,FLD083812537,CMC STEEL FLORIDA,16770 REBAR RD,JACKSONVILLE,FL,32234-4100,0,1
2017,FLD083812537,CMC STEEL FLORIDA,16770 REBAR RD,JACKSONVILLE,FL,32234-4100,0,1
2017,FLD083812537,CMC STEEL FLORIDA,16770 REBAR RD,JACKSONVILLE,FL,32234-4100,0,1
2017,FLD984229716,SANDVIK PALM COAST,1 COMMERCE BLVD,PALM COAST,FL,32164-7961,1,1
2017,WVR000523159,HILLSIDE AUTO BODY,157 S KANAWHA ST,BUCKHANNON,WV,26201,1,1
2017,WVR000525345,LUKE'S BODY AND COLLISION,4020 LINCOLN HIGHWAY,BIG CREEK,WV,25505,1,1
2017,FLD053502696,HELENA CHEMICAL CO,2405 N 71ST ST,TAMPA,FL,33619-2952,0,1
2017,FLD002561751,ABB INSTALLATION PRODUCTS INC,1 AVIATOR WAY,ORMOND BEACH,FL,32174-2982,0,1
2017,FLD002561751,ABB INSTALLATION PRODUCTS INC,1 AVIATOR WAY,ORMOND BEACH,FL,32174-2982,0,1
2017,FLD002561751,ABB INSTALLATION PRODUCTS INC,1 AVIATOR WAY,ORMOND BEACH,FL,32174-2982,0,1
2017,FLD002561751,ABB INSTALLATION PRODUCTS INC,1 AVIATOR WAY,ORMOND BEACH,FL,32174-2982,0,1
2017,FLD061993606,LOCKHEED MARTIN - MISSILES & FIRE CONTROL,498 OAK RD MP-A33,OCALA,FL,34472-3006,0,1
2017,CAD981388952,"ANDERSON SOLID WASTE, INC",18703  CAMBRIDGE RD,ANDERSON,CA,96007,1,1
2017,CAD981430911,J ZEPEDA TRUCKING INC,9966 HEMLOCK AVE,FONTANA,CA,92335,0,1
2017,CAD983570938,PUENTE HILLS LANDFILL,13130 CROSSROADS PARKWAY SOUTH,CITY OF INDUSTRY,CA,91746,0,1
2017,CAD983597485,CENTRAL LANDFILL,500 MECHAM RD,PETALUMA,CA,94952,0,1
2017,DER000502138,VEOLIA RED LION PLANT,766 GOVERNOR LEA ROAD,NEW CASTLE,DE,19720,1,1
2017,FLD982075756,LINVATEC CORPORATION,11311 CONCEPT BLVD,LARGO,FL,33773-4908,1,1
2017,LAR000101664,TRUSSCO INC - FOURCHON TRANSFER FACILITY - WWTP,186 17TH ST,GOLDEN MEADOW,LA,70357,1,1
2017,FL0000925305,KERRY INGREDIENTS & FLAVOURS,5200 US HIGHWAY 98 S,LAKELAND,FL,33812-4203,1,1
2017,FLR000059154,PROSTAR COLLISION CENTERS,8655 PHILIPS HWY,JACKSONVILLE,FL,32256-8212,0,1
2017,FLD982162943,JANUARY ENVIRONMENTAL SERVICES INC,1920 HWY 60 W MAIN ST,BARTOW,FL,33830-0000,1,1
2017,FLD982162943,JANUARY ENVIRONMENTAL SERVICES INC,1920 HWY 60 W MAIN ST,BARTOW,FL,33830-0000,1,1
2017,FLD982162943,JANUARY ENVIRONMENTAL SERVICES INC,1920 HWY 60 W MAIN ST,BARTOW,FL,33830-0000,1,1
2017,FLD982162943,JANUARY ENVIRONMENTAL SERVICES INC,1920 HWY 60 W MAIN ST,BARTOW,FL,33830-0000,1,1
2017,FLD982162943,JANUARY ENVIRONMENTAL SERVICES INC,1920 HWY 60 W MAIN ST,BARTOW,FL,33830-0000,1,1
2017,FLD982162943,JANUARY ENVIRONMENTAL SERVICES INC,1920 HWY 60 W MAIN ST,BARTOW,FL,33830-0000,1,1
2017,FLD982162943,JANUARY ENVIRONMENTAL SERVICES INC,1920 HWY 60 W MAIN ST,BARTOW,FL,33830-0000,1,1
2017,FLD982162943,JANUARY ENVIRONMENTAL SERVICES INC,1920 HWY 60 W MAIN ST,BARTOW,FL,33830-0000,1,1
2017,FLD982162943,JANUARY ENVIRONMENTAL SERVICES INC,1920 HWY 60 W MAIN ST,BARTOW,FL,33830-0000,1,1
2017,LAD008080681,OLIN CORPORATION,960 I-10 WEST,WESTLAKE,LA,70669,1,1
2017,LAD008080681,OLIN CORPORATION,960 I-10 WEST,WESTLAKE,LA,70669,1,1
2017,CAD020165353,ANAPLEX CORP,15547 GARFIELD AVE,PARAMOUNT,CA,90723,0,1
2017,CAD020165353,ANAPLEX CORP,15547 GARFIELD AVE,PARAMOUNT,CA,90723,0,1
2017,FLD004090452,JOHNSON CONTROLS BATTERY GROUP INC,10215 N 30TH ST,TAMPA,FL,33612-6428,1,1
2017,FLD004090452,JOHNSON CONTROLS BATTERY GROUP INC,10215 N 30TH ST,TAMPA,FL,33612-6428,1,1
2017,FLD981474240,JACK WILSON CHEVROLET,2255 US HWY 1 SOUTH,ST AUGUSTINE,FL,32084-0000,1,1
2017,FLD059774836,DUVAL HONDA,1325 CASSAT AVE,JACKSONVILLE,FL,32205-7044,1,1
2017,FLR000009613,INSTRUMENT TRANSFORMERS LLC,1907 CALUMET ST,CLEARWATER,FL,33765-1108,0,1
2017,MDD069390839,RUST-OLEUM CORPORATION,16410 INDUSTRIAL LANE,WILLIAMSPORT,MD,21795,1,1
2017,MDD069390839,RUST-OLEUM CORPORATION,16410 INDUSTRIAL LANE,WILLIAMSPORT,MD,21795,1,1
2017,FLR000141895,HOME DEPOT USA #HD6890,9751 CROSSHILL BLVD,JACKSONVILLE,FL,32244-0000,1,1
2017,IAR000512707,DUKE AERIAL INC,65037 BOSTON RD,ATLANTIC,IA,50022,0,1
2017,FLD046088829,"MOSAIC FERTILIZER, LLC PLANT CITY FACILITY",660 E COUNTY LINE RD,PLANT CITY,FL,33565-0000,1,1
2017,FLD046088829,"MOSAIC FERTILIZER, LLC PLANT CITY FACILITY",660 E COUNTY LINE RD,PLANT CITY,FL,33565-0000,1,1
2017,FLD046088829,"MOSAIC FERTILIZER, LLC PLANT CITY FACILITY",660 E COUNTY LINE RD,PLANT CITY,FL,33565-0000,1,1
2017,FLD046088829,"MOSAIC FERTILIZER, LLC PLANT CITY FACILITY",660 E COUNTY LINE RD,PLANT CITY,FL,33565-0000,1,1
2017,FLD046088829,"MOSAIC FERTILIZER, LLC PLANT CITY FACILITY",660 E COUNTY LINE RD,PLANT CITY,FL,33565-0000,1,1
2017,FLD046088829,"MOSAIC FERTILIZER, LLC PLANT CITY FACILITY",660 E COUNTY LINE RD,PLANT CITY,FL,33565-0000,1,1
2017,FLD046088829,"MOSAIC FERTILIZER, LLC PLANT CITY FACILITY",660 E COUNTY LINE RD,PLANT CITY,FL,33565-0000,1,1
2017,FLD046088829,"MOSAIC FERTILIZER, LLC PLANT CITY FACILITY",660 E COUNTY LINE RD,PLANT CITY,FL,33565-0000,1,1
2017,FLD042398701,SPARTON DELEON SPRINGS LLC,5612 JOHNSON LAKE RD,DE LEON SPRINGS,FL,32130-3657,1,1
2017,FLR000097378,FLAGLER CONSTRUCTION EQUIPMENT,9601 BOGGY CREEK RD,ORLANDO,FL,32824-8728,0,1
2017,FLR000106294,ELECTROLAB II INC,369 DOUGLAS RD,OLDSMAR,FL,34677-0000,1,1
2017,MOD066926767,MANOR CHEMICAL CO INC,6901 HEEGE RD,ST LOUIS,MO,63123-2336,1,1
2017,FLD982075756,LINVATEC CORPORATION,11311 CONCEPT BLVD,LARGO,FL,33773-4908,0,1
2017,FLD004320396,AMERICAN TORCH TIP COMPANY,6212 29TH ST E,BRADENTON,FL,34203-5304,1,1
2017,CAL000102751,WORLD OIL - SAN JOAQUIN LLC,14287 E. MANNING AVENUE,PARLIER,CA,93648-9744,1,1
2017,CAL000102751,WORLD OIL - SAN JOAQUIN LLC,14287 E. MANNING AVENUE,PARLIER,CA,93648-9744,1,1
2017,CAL000102751,WORLD OIL - SAN JOAQUIN LLC,14287 E. MANNING AVENUE,PARLIER,CA,93648-9744,1,1
2017,CAL000102751,WORLD OIL - SAN JOAQUIN LLC,14287 E. MANNING AVENUE,PARLIER,CA,93648-9744,1,1
2017,CAL000102751,WORLD OIL - SAN JOAQUIN LLC,14287 E. MANNING AVENUE,PARLIER,CA,93648-9744,1,1
2017,CAL000102751,WORLD OIL - SAN JOAQUIN LLC,14287 E. MANNING AVENUE,PARLIER,CA,93648-9744,1,1
2017,CAR000037283,WORLD ENVIRONMENTAL AND ENERGY INC,3208 W CAPITOL AVE EASTSIDE,WEST SACRAMENTO,CA,95691,1,1
2017,CAR000037283,WORLD ENVIRONMENTAL AND ENERGY INC,3208 W CAPITOL AVE EASTSIDE,WEST SACRAMENTO,CA,95691,1,1
2017,KYR000055327,CVS PHARMACY #2586,3001 LONE OAK ROAD,PADUCAH,KY,42003,0,1
2017,KYD066051913,INTERPLASTIC MANUFACTURING COMPANY,3535 LATONIA AVE.,LATONIA,KY,41015,1,1
2017,WID041189291,WS PACKAGING GROUP - PROMO EDGE,950 BREEZWOOD LN,NEENAH,WI,54956,1,1
2017,NYR000177964,TARGET STORE T2451,4024 COLLEGE POINT BLVD,FLUSHING,NY,11354-5112,1,1
2017,NYD981082159,RUSSIN FACTORY FINISH,201 CHARLES STREET,MAYBROOK,NY,12543,1,1
2017,WAD980639686,WA DOT MATERIALS LABORATORY,1655 S 2ND AVE,TUMWATER,WA,98512,0,1
2017,CAR000176826,HUNTER CONSULTING INC DBA HCI ENV AND ENG SVC,114 BUSINESS CENTER DR,CORONA,CA,92880,1,1
2017,MAC300096757,SCOTTS EXEL WESTFIELD,1111 SOUTHAMPTON ROAD,WESTFIELD,MA,1085,1,1
2017,LAR000078733,DOTD OILFIELD RD BRIDGE OVER I-10,MILE 7.11-MILE 7.15 I-10,WELSH,LA,70591,0,1
2017,OHR000204172,TOWING SOLUTIONS LTD ,402 LONDON RD,DELAWARE,OH,43015,1,1
2017,IAD007257322,WILSON TRAILER CO INC,4400 S LEWIS BLVD,SIOUX CITY,IA,51106,1,1
2017,IAD010256923,ALTEC OSCEOLA BODY PLANT,1001 FURNAS DR,OSCEOLA,IA,50213,1,1
2017,RIR000015594,FUJIFILM ELECTRONIC MATERIALS USA INC,40 CIRCUIT DRIVE,NORTH KINGSTOWN,RI,2852,1,1
2017,KYD985083070,MIDWAY COLLEGE,512 EAST STEPHENS STREET,MIDWAY,KY,40347,1,1
2017,TXD043879048,AZZ GALVANIZING SAN ANTONIO,5731 FM 1346,SAN ANTONIO,TX,78220-1907,0,1
2017,NCR000146969,KINDER MORGAN WILMINGTON RIVER RD. TERMINAL,3340 RIVER RD.,WILMINGTON,NC,28412,0,1
2017,NHD510166911,CVS PHARMACY 0593,48 E BROADWAY,DERRY,NH,3038,1,1
2017,WAH000018242,GEORGE HEISER BODY CO INC TUKWILA,11210 TUKWILA INTERNATIONAL,TUKWILA,WA,98188,1,1
2017,WA9142332056,US DOI GRAND COULEE DAM PROJECT,T28N R30E SW1/4,GRAND COULEE,WA,99133,1,1
2017,KYR000042598,WAL-MART SUPERCENTER #5417,175 OUTER LOOP,LOUISVILLE,KY,40214,1,1
2017,PAD069598332,ROBERT PACKER HOSPITAL,1 GUTHRIE SQ,SAYRE,PA,18840,0,1
2017,AZR000043703,AMERICAN WOODMARK CORP,4475 E MOHAVE AIRPORT DR,KINGMAN,AZ,86401-6721,1,1
2017,VTR000510396,SPRINGFIELD WWTF,325 CLINTON ST,SPRINGFIELD,VT,5156,0,1
2017,ALR000055764,CVS PHARMACY #4944,1904 COBB'S FORD ROAD,PRATTVILLE,AL,36066,0,1
2017,MAR000013797,CVS PHARMACY 0009,"SQUIRE RD, RTE 60/NORTHGATE S/",REVERE,MA,2151,1,1
2017,TNR000012740,"NASHVILLE AUTO AUCTION, INC",8400 EASTGATE BLVD,MT. JULIET,TN,37122,1,1
2017,MDD980827133,RACE STREET,2000 RACE STREET,BALTIMORE,MD,21230,0,1
2017,MID985578012,PLASTI PAINT INC,801 WOODSIDE DR,SAINT LOUIS,MI,48880,1,1
2017,PAD003001070,AIR PRODUCTS & CHEMICALS INC,7201 HAMILTON BLVD,ALLENTOWN,PA,18195-1501,1,1
2017,MDR000509505,CARLETON TECHNOLOGIES,711 CORPORATE CENTER COURT,WESTMINSTER,MD,21157,1,1
2017,MND985730084,DJS TOTAL HOME CARE CENTER,6060 LABEAUX AVE NE,ALBERTVILLE,MN,55301-9778,0,1
