model,train_date,test_date,parameters,threshold,baseline,accuracy,precision,recall,f1,auc
ADA Boost,01/01/2000 - 01/01/2008,01/01/2009 - 01/01/2010,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1, 'loss': 'exponential'}",0.15,0.30301298,0.729891048,0.609685013,0.301797803,0.403741231,0.608900542
Gradient boosting,01/01/2000 - 01/01/2008,01/01/2009 - 01/01/2010,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1, 'loss': 'deviance'}",0.15,0.30301298,0.729218508,0.607443112,0.300688048,0.402256616,0.608104433
Bagging,01/01/2000 - 01/01/2008,01/01/2009 - 01/01/2010,"{'n_estimators': 10, 'max_samples': 1.0, 'max_features': 1.0, 'random_state': 100, 'base_estimator': None}",0.05,0.30301298,0.707663595,0.606794484,0.100099878,0.171850441,0.535949973
Logistic regression,01/01/2000 - 01/01/2008,01/01/2009 - 01/01/2010,"{'C': 1.0, 'penalty': 'l1'}",0.1,0.30301298,0.716675634,0.598453002,0.197480857,0.296966916,0.569937418
Logistic regression,01/01/2000 - 01/01/2008,01/01/2009 - 01/01/2010,"{'C': 1.0, 'penalty': 'l2'}",0.1,0.30301298,0.716642007,0.59828485,0.197425369,0.296883474,0.569897612
Logistic regression,01/01/2000 - 01/01/2008,01/01/2009 - 01/01/2010,"{'C': 1.0, 'penalty': 'l2'}",0.15,0.30301298,0.721114399,0.580428203,0.287315503,0.384366997,0.598511324
Logistic regression,01/01/2000 - 01/01/2008,01/01/2009 - 01/01/2010,"{'C': 1.0, 'penalty': 'l1'}",0.15,0.30301298,0.721114399,0.580428203,0.287315503,0.384366997,0.598511324
Bagging,01/01/2000 - 01/01/2008,01/01/2009 - 01/01/2010,"{'n_estimators': 10, 'max_samples': 1.0, 'max_features': 1.0, 'random_state': 100, 'base_estimator': None}",0.1,0.30301298,0.710488264,0.567513032,0.187271113,0.281613751,0.562613219
Bagging,01/01/2000 - 01/01/2008,01/01/2009 - 01/01/2010,"{'n_estimators': 10, 'max_samples': 1.0, 'max_features': 1.0, 'random_state': 100, 'base_estimator': None}",0.15,0.30301298,0.714119981,0.557112431,0.275774054,0.368926994,0.590231795
Decision tree,01/01/2000 - 01/01/2008,01/01/2009 - 01/01/2010,"{'criterion': 'gini', 'max_depth': None, 'splitter': 'best'}",0.1,0.30301298,0.693304862,0.481587355,0.158916879,0.238975343,0.542272643
Decision tree,01/01/2000 - 01/01/2008,01/01/2009 - 01/01/2010,"{'criterion': 'entropy', 'max_depth': None, 'splitter': 'best'}",0.15,0.30301298,0.689269621,0.474274185,0.234768616,0.314070445,0.560815581
Decision tree,01/01/2000 - 01/01/2008,01/01/2009 - 01/01/2010,"{'criterion': 'gini', 'max_depth': None, 'splitter': 'best'}",0.15,0.30301298,0.689000605,0.473377424,0.234324714,0.313476599,0.560497138
Decision tree,01/01/2000 - 01/01/2008,01/01/2009 - 01/01/2010,"{'criterion': 'gini', 'max_depth': None, 'splitter': 'best'}",0.05,0.30301298,0.693775641,0.467877565,0.077183442,0.13250774,0.51951033
Decision tree,01/01/2000 - 01/01/2008,01/01/2009 - 01/01/2010,"{'criterion': 'entropy', 'max_depth': None, 'splitter': 'best'}",0.1,0.30301298,0.6884962,0.457541618,0.150982133,0.227043264,0.536580467
Decision tree,01/01/2000 - 01/01/2008,01/01/2009 - 01/01/2010,"{'criterion': 'entropy', 'max_depth': None, 'splitter': 'best'}",0.05,0.30301298,0.692262425,0.452741339,0.074686494,0.128221005,0.517719085
Gaussian Naive Bayes,01/01/2000 - 01/01/2008,01/01/2009 - 01/01/2010,{},0.05,0.30301298,0.68782366,0.408341742,0.067362113,0.115646583,0.512464769
Gaussian Naive Bayes,01/01/2000 - 01/01/2008,01/01/2009 - 01/01/2010,{},0.15,0.30301298,0.659677853,0.375630535,0.185939407,0.248747356,0.525786802
Gaussian Naive Bayes,01/01/2000 - 01/01/2008,01/01/2009 - 01/01/2010,{},0.1,0.30301298,0.671716323,0.373633765,0.123293752,0.18540615,0.516717557
