model,train_date,test_date,parameters,threshold,baseline,accuracy,precision,recall,f1,auc
Logistic regression,01/01/2000 - 01/01/2014,01/01/2015 - 01/01/2016,"{'C': 1.0, 'penalty': 'l1'}",0.1,0.28561186,0.741169524,0.633909743,0.221943296,0.328776113,0.585349544
Gradient boosting,01/01/2000 - 01/01/2014,01/01/2015 - 01/01/2016,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1, 'loss': 'deviance'}",0.15,0.28561186,0.746589064,0.607338676,0.318960425,0.418260154,0.618257554
ADA Boost,01/01/2000 - 01/01/2014,01/01/2015 - 01/01/2016,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1, 'loss': 'exponential'}",0.15,0.28561186,0.746378187,0.606635737,0.318591258,0.417776057,0.617999174
Logistic regression,01/01/2000 - 01/01/2014,01/01/2015 - 01/01/2016,"{'C': 1.0, 'penalty': 'l1'}",0.15,0.28561186,0.744438118,0.600168705,0.31519492,0.41332236,0.615622079
Logistic regression,01/01/2000 - 01/01/2014,01/01/2015 - 01/01/2016,"{'C': 1.0, 'penalty': 'l2'}",0.15,0.28561186,0.744100715,0.599044004,0.314604253,0.412547805,0.615208671
Decision tree,01/01/2000 - 01/01/2014,01/01/2015 - 01/01/2016,"{'criterion': 'entropy', 'max_depth': None, 'splitter': 'best'}",0.15,0.28561186,0.724446975,0.533530156,0.280197874,0.367429927,0.591127658
Decision tree,01/01/2000 - 01/01/2014,01/01/2015 - 01/01/2016,"{'criterion': 'entropy', 'max_depth': None, 'splitter': 'best'}",0.1,0.28561186,0.721051855,0.533319275,0.186724749,0.276605053,0.560700096
Decision tree,01/01/2000 - 01/01/2014,01/01/2015 - 01/01/2016,"{'criterion': 'entropy', 'max_depth': None, 'splitter': 'best'}",0.05,0.28561186,0.716939752,0.52551666,0.091996456,0.156581841,0.529394042
Gaussian Naive Bayes,01/01/2000 - 01/01/2014,01/01/2015 - 01/01/2016,{},0.15,0.28561186,0.721747749,0.524532546,0.275472534,0.36123348,0.587820395
Decision tree,01/01/2000 - 01/01/2014,01/01/2015 - 01/01/2016,"{'criterion': 'gini', 'max_depth': None, 'splitter': 'best'}",0.05,0.28561186,0.716517998,0.52129903,0.091258122,0.155325165,0.528877282
Gaussian Naive Bayes,01/01/2000 - 01/01/2014,01/01/2015 - 01/01/2016,{},0.1,0.28561186,0.71750912,0.51560523,0.180522741,0.267417697,0.556359313
Gaussian Naive Bayes,01/01/2000 - 01/01/2014,01/01/2015 - 01/01/2016,{},0.05,0.28561186,0.715801016,0.514129059,0.090002953,0.153188816,0.52799879
Decision tree,01/01/2000 - 01/01/2014,01/01/2015 - 01/01/2016,"{'criterion': 'gini', 'max_depth': None, 'splitter': 'best'}",0.15,0.28561186,0.715168385,0.502600872,0.263954519,0.346129641,0.57975894
Decision tree,01/01/2000 - 01/01/2014,01/01/2015 - 01/01/2016,"{'criterion': 'gini', 'max_depth': None, 'splitter': 'best'}",0.1,0.28561186,0.714809894,0.502108815,0.175797401,0.260417806,0.553052049
