model,train_date,test_date,parameters,threshold,baseline,accuracy,precision,recall,f1,auc
Gradient boosting,01/01/2000 - 01/01/2006,01/01/2007 - 01/01/2008,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1, 'loss': 'deviance'}",0.1,0.333927521,0.686589779,0.60260296,0.180430257,0.277709309,0.560388548
ADA Boost,01/01/2000 - 01/01/2006,01/01/2007 - 01/01/2008,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1, 'loss': 'exponential'}",0.1,0.333927521,0.684878518,0.594045284,0.177867934,0.273765508,0.558465091
Bagging,01/01/2000 - 01/01/2006,01/01/2007 - 01/01/2008,"{'n_estimators': 10, 'max_samples': 1.0, 'max_features': 1.0, 'random_state': 100, 'base_estimator': None}",0.1,0.333927521,0.681170787,0.575503655,0.172316233,0.265220606,0.554297602
Gradient boosting,01/01/2000 - 01/01/2006,01/01/2007 - 01/01/2008,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1, 'loss': 'deviance'}",0.05,0.333927521,0.671812332,0.557417974,0.083435648,0.145145563,0.525111819
Bagging,01/01/2000 - 01/01/2006,01/01/2007 - 01/01/2008,"{'n_estimators': 10, 'max_samples': 1.0, 'max_features': 1.0, 'random_state': 100, 'base_estimator': None}",0.15,0.333927521,0.682935525,0.556215831,0.249826509,0.34478948,0.574948046
Logistic regression,01/01/2000 - 01/01/2006,01/01/2007 - 01/01/2008,"{'C': 1.0, 'penalty': 'l2'}",0.1,0.333927521,0.6772848,0.556070601,0.166497625,0.256264892,0.549929752
Logistic regression,01/01/2000 - 01/01/2006,01/01/2007 - 01/01/2008,"{'C': 1.0, 'penalty': 'l1'}",0.1,0.333927521,0.67614396,0.550365484,0.164789409,0.253635691,0.548647448
Logistic regression,01/01/2000 - 01/01/2006,01/01/2007 - 01/01/2008,"{'C': 1.0, 'penalty': 'l1'}",0.15,0.333927521,0.680689495,0.54872831,0.24646346,0.340148083,0.572423509
Logistic regression,01/01/2000 - 01/01/2006,01/01/2007 - 01/01/2008,"{'C': 1.0, 'penalty': 'l2'}",0.15,0.333927521,0.680297332,0.547420965,0.245876261,0.33933768,0.571982717
Decision tree,01/01/2000 - 01/01/2006,01/01/2007 - 01/01/2008,"{'criterion': 'gini', 'max_depth': None, 'splitter': 'best'}",0.05,0.333927521,0.668282857,0.52211127,0.078150857,0.135952082,0.521144689
Decision tree,01/01/2000 - 01/01/2006,01/01/2007 - 01/01/2008,"{'criterion': 'gini', 'max_depth': None, 'splitter': 'best'}",0.1,0.333927521,0.668550242,0.5123908,0.1534191,0.236135075,0.540112108
Logistic regression,01/01/2000 - 01/01/2006,01/01/2007 - 01/01/2008,"{'C': 1.0, 'penalty': 'l1'}",0.05,0.333927521,0.665466408,0.493937233,0.0739337,0.12861587,0.517979
Decision tree,01/01/2000 - 01/01/2006,01/01/2007 - 01/01/2008,"{'criterion': 'gini', 'max_depth': None, 'splitter': 'best'}",0.15,0.333927521,0.663149076,0.490254338,0.220199648,0.303900984,0.552708077
Logistic regression,01/01/2000 - 01/01/2006,01/01/2007 - 01/01/2008,"{'C': 1.0, 'penalty': 'l2'}",0.05,0.333927521,0.664895987,0.488231098,0.073079592,0.127130055,0.517337848
Decision tree,01/01/2000 - 01/01/2006,01/01/2007 - 01/01/2008,"{'criterion': 'entropy', 'max_depth': None, 'splitter': 'best'}",0.15,0.333927521,0.659548299,0.478250535,0.214808093,0.296460014,0.548660804
Gaussian Naive Bayes,01/01/2000 - 01/01/2006,01/01/2007 - 01/01/2008,{},0.15,0.333927521,0.654949286,0.462918945,0.207921849,0.286956201,0.543491514
Decision tree,01/01/2000 - 01/01/2006,01/01/2007 - 01/01/2008,"{'criterion': 'entropy', 'max_depth': None, 'splitter': 'best'}",0.1,0.333927521,0.656179255,0.45052594,0.134895639,0.207624682,0.526207119
Gaussian Naive Bayes,01/01/2000 - 01/01/2006,01/01/2007 - 01/01/2008,{},0.05,0.333927521,0.660296975,0.442225392,0.066193349,0.115150671,0.512168558
Gaussian Naive Bayes,01/01/2000 - 01/01/2006,01/01/2007 - 01/01/2008,{},0.1,0.333927521,0.654432343,0.44178998,0.132279934,0.203598718,0.524243591
Decision tree,01/01/2000 - 01/01/2006,01/01/2007 - 01/01/2008,"{'criterion': 'entropy', 'max_depth': None, 'splitter': 'best'}",0.05,0.333927521,0.657480525,0.414051355,0.061976192,0.107814459,0.509002869
