model,train_date,test_date,parameters,threshold,baseline,accuracy,precision,recall,f1,auc
Gradient boosting,01/01/2000 - 01/01/2011,01/01/2012 - 01/01/2013,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1, 'loss': 'deviance'}",0.15,0.7386415787058284,0.7671714853908521,0.595104538500765,0.3415276558384548,0.4339903309780588,0.6296537523263933
Bagging,01/01/2000 - 01/01/2011,01/01/2012 - 01/01/2013,"{'n_estimators': 10, 'max_samples': 1.0, 'max_features': 1.0, 'random_state': 100, 'base_estimator': None}",0.15,0.7386415787058284,0.7670949977053695,0.5948495665476797,0.34138132865086335,0.4338043882484195,0.629554700775675
Logistic regression,01/01/2000 - 01/01/2011,01/01/2012 - 01/01/2013,"{'C': 1.0, 'penalty': 'l1'}",0.1,0.7386415787058284,0.7564440875019122,0.5890227576974565,0.2253438688908399,0.3259776684129756,0.5848553247322584
Logistic regression,01/01/2000 - 01/01/2011,01/01/2012 - 01/01/2013,"{'C': 1.0, 'penalty': 'l2'}",0.1,0.7386415787058284,0.7564058436591709,0.5888315165423599,0.22527070529704418,0.3258718315076467,0.5848057989568994
Logistic regression,01/01/2000 - 01/01/2011,01/01/2012 - 01/01/2013,"{'C': 1.0, 'penalty': 'l2'}",0.15,0.7386415787058284,0.7565396971087655,0.5596634370219276,0.3211881767632426,0.40814429155820003,0.6158855867765679
Logistic regression,01/01/2000 - 01/01/2011,01/01/2012 - 01/01/2013,"{'C': 1.0, 'penalty': 'l1'}",0.15,0.7386415787058284,0.7565396971087655,0.5596634370219276,0.3211881767632426,0.40814429155820003,0.6158855867765679
Gaussian Naive Bayes,01/01/2000 - 01/01/2011,01/01/2012 - 01/01/2013,{},0.15,0.7386415787058284,0.7388710417622762,0.5007649158592555,0.2873865964296166,0.3651915210115284,0.5930046785606714
Gaussian Naive Bayes,01/01/2000 - 01/01/2011,01/01/2012 - 01/01/2013,{},0.1,0.7386415787058284,0.73433914639743,0.4784853700516351,0.18305531167690958,0.26480393713287825,0.5562294265747083
Gaussian Naive Bayes,01/01/2000 - 01/01/2011,01/01/2012 - 01/01/2013,{},0.05,0.7386415787058284,0.7342435367905767,0.4560061208875287,0.08721100380450687,0.14641935880113008,0.5251991645303988
Decision tree,01/01/2000 - 01/01/2011,01/01/2012 - 01/01/2013,"{'criterion': 'entropy', 'max_depth': None, 'splitter': 'best'}",0.05,0.7386415787058284,0.7336316353067156,0.449885233358837,0.08604038630377524,0.14445399828030953,0.5244067521246535
Decision tree,01/01/2000 - 01/01/2011,01/01/2012 - 01/01/2013,"{'criterion': 'entropy', 'max_depth': None, 'splitter': 'best'}",0.15,0.7386415787058284,0.7225409209117332,0.4463284038755737,0.2561457418788411,0.32549274823354407,0.5718571724823428
Decision tree,01/01/2000 - 01/01/2011,01/01/2012 - 01/01/2013,"{'criterion': 'entropy', 'max_depth': None, 'splitter': 'best'}",0.1,0.7386415787058284,0.7275699862322166,0.44463568559954103,0.17010535557506584,0.24607080488966504,0.5474633643361505
Decision tree,01/01/2000 - 01/01/2011,01/01/2012 - 01/01/2013,"{'criterion': 'gini', 'max_depth': None, 'splitter': 'best'}",0.15,0.7386415787058284,0.7068227015450512,0.39393166751657316,0.22607550482879718,0.2872815172926738,0.5515020788097595
Decision tree,01/01/2000 - 01/01/2011,01/01/2012 - 01/01/2013,"{'criterion': 'gini', 'max_depth': None, 'splitter': 'best'}",0.1,0.7386415787058284,0.7173588802202845,0.39357429718875503,0.15057067603160668,0.21781235116685188,0.5342399823152753
Decision tree,01/01/2000 - 01/01/2011,01/01/2012 - 01/01/2013,"{'criterion': 'gini', 'max_depth': None, 'splitter': 'best'}",0.05,0.7386415787058284,0.7275508643108459,0.38905891354246364,0.0744073748902546,0.12492322810465543,0.5165321538425592
